GL Account Number,GL Account Name ,Account type ,Mapping
619405,Leases>12 Mths-Out of Scope Entity-Low Mat-A21 Indst Vessel,Cost,Leases
619406,Leases>12 Mths-Out of Scope Entity-Low Mat-A22 Indst Railcar,Cost,Leases
619407,Leases>12 Mths-Out of Scope Entity-Low Mat-A23 Indust Truck,Cost,Leases
619408,Leases>12 Mths- In & Out of Scope-Low Mat-A24 Forklift,Cost,Leases
619409,Leases>12 Mths-Out of Scope Entity-Low Mat-A25 Other Mob,Cost,Leases
619410,Leases>12 Mths- In & Out of Scope-Low Mat-A30 Pass Car,Cost,Leases
619411,Leases>12 Mths- In & Out of Scope-Low Mat-A41 Equip Admin,Cost,Leases
619412,Leases>12 Mths-Out of Scope Entity-Low Mat-B10 Land Mining,Cost,Leases
619413,Leases>12 Mths-Out of Scope Entity-Low Mat-B11 Land Nonmning,Cost,Leases
619414,Leases>12 Mths-Out of Scope Entity-Low Mat-B20 Prop Plant,Cost,Leases
619415,Leases>12 Mths-Out of Scope Entity-Low Mat-B30 Prp Warehouse,Cost,Leases
619416,Leases>12 Mths-Out of Scope Entity-Low Mat-B40 Prop Housing,Cost,Leases
619417,Leases>12 Mths-Out of Scope Entity-Low Mat-B50 Prop Adm,Cost,Leases
619501,Leases>12 Mths Assets<5kEUR-A11 Equip Mining Extract,Cost,Leases
619502,Leases>12 Mths Assets<5kEUR-A12 Equip Mining Trans,Cost,Leases
619503,Leases>12 Mths Assets<5kEUR-A13 Equip Mining Other,Cost,Leases
619504,Leases>12 Mths Assets<5kEUR-A20 Equip Indust Fixed,Cost,Leases
619509,Leases>12 Mths Assets<5kEUR-A25 Equip Other Mob,Cost,Leases
619511,Leases>12 Mths Assets<5kEUR-A41 Equip Admin,Cost,Leases
628000,Bank Service Fees,Cost,Bank Fees
630000,Taxes - Sales and Use (L),Cost,Tax
630001,Taxes - Sales and Use (M),Cost,Tax
630100,Taxes - Property,Cost,Tax
630110,Taxes - Other,Cost,Tax
630200,Taxes - Franchise,Cost,Tax
630300,Taxes - Penalties,Cost,Tax
630410,Taxes - State Fuel,Cost,Tax
641010,Wages & Salaries,Cost,Payroll
641011,Wages & Salaries Hourly Operating,Cost,Payroll
641012,Wages & Salaries Hourly Maint,Cost,Payroll
641013,Wages & Salaries Non Exempt,Cost,Payroll
641014,Wages & Salaries Exempt,Cost,Payroll
641015,Wages & Salaries Non Exempt Maint,Cost,Payroll
641016,Wages & Salaries Exempt Maint,Cost,Payroll
641020,Overtime,Cost,Payroll
641021,Overtime Hourly Operating,Cost,Payroll
641022,Overtime Hourly Maint,Cost,Payroll
641023,Overtime Non Exempt,Cost,Payroll
641025,Overtime Non Exempt Maint,Cost,Payroll
641031,Spot Awards Hourly Operating,Cost,Payroll
641032,Spot Awards Hourly Maint,Cost,Payroll
641033,Spot Awards Non Exempt,Cost,Payroll
641034,Spot Awards Exempt,Cost,Payroll
641035,Spot Awards Non Exempt Maint,Cost,Payroll
641036,Spot Awards Exempt Maint,Cost,Payroll
641040,Vacation,Cost,Payroll
641050,Relocation Exp,Cost,Payroll
641051,Relocation Exp Hourly Operating,Cost,Payroll
641053,Relocation Exp Non Exempt,Cost,Payroll
641054,Relocation Exp Exempt,Cost,Payroll
641060,Other Payroll,Cost,Payroll
641061,Other Payroll Hourly Operating,Cost,Payroll
641062,Other Payroll Hourly Maint,Cost,Payroll
641063,Other Payroll Non Exempt,Cost,Payroll
641064,Other Payroll Exempt,Cost,Payroll
641066,Other Payroll Exempt Maint,Cost,Payroll
641070,Pension Costs,Cost,Payroll
641071,Pension Costs Hourly Operating,Cost,Payroll
641072,Pension Costs Hourly Maint,Cost,Payroll
641073,Pension Costs Non Exempt,Cost,Payroll
641074,Pension Costs Exempt,Cost,Payroll
641075,Pension Costs Non Exempt Maint,Cost,Payroll
641076,Pension Costs Exempt Maint,Cost,Payroll
641077,Pension Costs Unfunded,Cost,Payroll
641080,Contributions to Defined Contribution Plans,Cost,Payroll
641090,Pension Cost Unfunded ERP,Cost,Payroll
641091,Employee Relations,Cost,Payroll
641110,FICA,Cost,Payroll
641111,FICA Hourly Operating,Cost,Payroll
641112,FICA Hourly Maint,Cost,Payroll
641113,FICA Non Exempt,Cost,Payroll
641114,FICA Exempt,Cost,Payroll
641115,FICA Non Exempt Maint,Cost,Payroll
641116,FICA Exempt Maint,Cost,Payroll
641121,FUTA Hourly Operating,Cost,Payroll
641122,FUTA Hourly Maint,Cost,Payroll
641123,FUTA Non Exempt,Cost,Payroll
641124,FUTA Exempt,Cost,Payroll
641125,FUTA Non Exempt Maint,Cost,Payroll
641126,FUTA Exempt Maint,Cost,Payroll
641130,SUI,Cost,Payroll
641131,SUI Hourly Operating,Cost,Payroll
641132,SUI Hourly Maint,Cost,Payroll
641133,SUI Non Exempt,Cost,Payroll
641134,SUI Exempt,Cost,Payroll
641135,SUI Non Exempt Maint,Cost,Payroll
641136,SUI Exempt Maint,Cost,Payroll
641140,401k Matching,Cost,Payroll
641141,401k Matching Hourly Operating,Cost,Payroll
641142,401k Matching Hourly Maint,Cost,Payroll
641143,401k Matching Non Exempt,Cost,Payroll
641144,401k Matching Exempt,Cost,Payroll
641145,401k Matching Non Exempt Maint,Cost,Payroll
641146,401k Matching Exempt Maint,Cost,Payroll
641150,Workers  Comp,Cost,Payroll
641151,Workers  Comp Hourly Operating,Cost,Payroll
641152,Workers  Comp Hourly Maint,Cost,Payroll
641153,Workers  Comp Non Exempt,Cost,Payroll
641154,Workers  Comp Exempt,Cost,Payroll
641155,Workers  Comp Non Exempt Maint,Cost,Payroll
641156,Workers  Comp Exempt Maint,Cost,Payroll
641159,Workers Compensation Claims,Cost,Payroll
641160,IAS 19 Benefits,Cost,Payroll
641161,IAS 19 Benefits Hourly Operating,Cost,Payroll
641162,IAS 19 Benefits Hourly Maint,Cost,Payroll
641163,IAS 19 Benefits Non Exempt,Cost,Payroll
641164,IAS 19 Benefits Exempt,Cost,Payroll
641165,IAS 19 Benefits Non Exempt Maint,Cost,Payroll
641166,IAS 19 Benefits Exempt Maint,Cost,Payroll
641170,Group Medical,Cost,Payroll
641171,Group Medical Hourly Operating,Cost,Payroll
641172,Group Medical Hourly Maint,Cost,Payroll
641173,Group Medical Non Exempt,Cost,Payroll
641174,Group Medical Exempt,Cost,Payroll
641175,Group Medical Non Exempt Maint,Cost,Payroll
641176,Group Medical Exempt Maint,Cost,Payroll
641180,ST Disability,Cost,Payroll
641190,Invest Contr Expense,Cost,Payroll
641191,Invest Contr Hourly Operating,Cost,Payroll
641192,Invest Contr Hourly Maint,Cost,Payroll
641193,Invest Contr Non Exempt,Cost,Payroll
641194,Invest Contr Exempt,Cost,Payroll
641195,Invest Contr Non Exempt Maint,Cost,Payroll
641196,Invest Contr Exempt Maint,Cost,Payroll
641211,Bonus Exp Hourly Operating,Cost,Payroll
641212,Bonus Exp Hourly Maint,Cost,Payroll
641213,Bonus Exp Non Exempt,Cost,Payroll
641214,Bonus Exp Exempt,Cost,Payroll
641215,Bonus Exp Non Exempt Maint,Cost,Payroll
641216,Bonus Exp Exempt Maint,Cost,Payroll
641300,Auto Allowance,Cost,Payroll
641400,Education & Training,Cost,Payroll
641410,Tuition Reimbursement,Cost,Payroll
641999,Maintenance Allocation Offset,Cost,Payroll
645100,Contributions to Defined Benefit Plans - Current Op Income,Cost,Payroll
650000,Other Fees & Chg - Licenses/Permits,Cost,Misc. Expenses 
650001,Fees & Charges - MSHA Related,Cost,Misc. Expenses 
650100,Loss Doubtful A/C-Bad Debt Exp,Cost,Misc. Expenses 
650200,Group Fees - IMERYS Fees,Cost,Misc. Expenses 
650250,Imerys Fees - Regional,Cost,Misc. Expenses 
650300,Business Group Costs,Cost,Misc. Expenses 
650301,Wash Account,Cost,Misc. Expenses 
650310,Other Variable Costs-InterBU Chg,Cost,Misc. Expenses 
650316,Employee Recreation,Cost,Misc. Expenses 
650490,Other Oper - Misc Exp,Cost,Misc. Expenses 
650491,Miscellaneous Income - Special,Cost,Misc. Expenses 
650492,Group Royalties Income - Inter BA,Cost,Misc. Expenses 
650493,Group Royalties Income - Intra BA,Cost,Misc. Expenses 
650500,Other Oper - Scrap,Cost,Misc. Expenses 
650510,Clearing Account,Cost,Misc. Expenses 
650601,Non Oper Intra Grp Invoice Ex Staff,Cost,Misc. Expenses 
650700,Imerys-Innovation Royalties,Cost,Misc. Expenses 
650710,S&T and IP Fees,Cost,Misc. Expenses 
654350,Transfer of IT costs - Current Operating Income,Cost,Misc. Expenses 
654360,Transfer of Group Services Costs - COI,Cost,Misc. Expenses 
658000,Intergroup Recharge - Exp,Cost,Misc. Expenses 
658100,Recharges between cost centers,Cost,Misc. Expenses 
658300,Intergroup Recharge Exp - Inter BA,Cost,Misc. Expenses 
658400,Intra-BA Recharges,Cost,Misc. Expenses 
661200,Interests on Loans,Cost,Interest
661900,Interests on Lease Liabilities,Cost,Interest
662000,Interest on Financial Debts - Ext,Cost,Interest
662010,Interest Exp - Other,Cost,Interest
662015,Actuary Fees for Closed Plans - Financial,Cost,Interest
662016,Other Financial Exp,Cost,Interest
662017,Financial Exp on Financial Instr,Cost,Interest
662050,Interest on Financial Debts - Int,Cost,Interest
663100,Pension Expense - Financial,Cost,Pension
665100,Contributions to Defined Benefit Plans - Closed Plans,Cost,Pension
666000,Foreign Exchange Losses,Cost,FX Difference
666001,Unrealized Foreign Exchange Losses,Cost,FX Difference
668400,Factoring Interests and Fees,Cost,FX Difference
668600,Fees - Group Actuaries Networks - Closed Plans,Cost,FX Difference
670000,Transaction Costs,Cost,Cost
671000,Platform Overhead Transfer-Standard,Cost,Cost
672000,Platform Overhead Transfer-Variance,Cost,Cost
673000,Platform Overhead Revenue-Standard,Cost,Cost
674000,Platform Overhead Revenue-Variance,Cost,Cost
675000,NBV from Sale of Fixed Assets,Cost,Cost
675100,Disposals - Intangible Assets,Cost,Cost
676000,Except Charge on Invest Securities,Cost,Cost
677510,Carrying Amount Intangible Asset Disposals - Other Op Income,Cost,Cost
677520,Carrying Amount PPE Disposals - Other Op Income,Cost,Cost
678000,Other Exceptional Charges,Cost,Misc. Expenses 
678001,Other Operating Expenses-Other Operating Expenses non IG,Cost,Misc. Expenses 
678002,Other Operating Expenses-Other non-current operation exp IG,Cost,Misc. Expenses 
678003,Other Operating Expenses-Other non-curr operation exp non IG,Cost,Misc. Expenses 
678004,Other Operating Expenses-Innovation Royalties,Cost,Misc. Expenses 
678005,Other Operating Expenses-Division Fees,Cost,Misc. Expenses 
678006,Other Operating Expenses-BU Fees,Cost,Misc. Expenses 
678007,Other Operating Expenses-Cost Sharing Allocation,Cost,Misc. Expenses 
678008,Other Operating Expenses-Legal,Cost,Misc. Expenses 
678010,Discontinued Operations,Cost,Misc. Expenses 
678011,Guarantee Fees (expense),Cost,Misc. Expenses 
678020,Graduate Program Expense,Cost,Misc. Expenses 
678200,Loss on Merger,Cost,Misc. Expenses 
678420,Imerys fees (other),Cost,Misc. Expenses 
678425,Transfer of Group Servies costs - Other,Cost,Misc. Expenses 
678430,S&T and IP Fees - Other,Cost,Misc. Expenses 
678431,Imertech fees (expense),Cost,Misc. Expenses 
678450,Transfer of IT costs - Other Operating Income,Cost,Misc. Expenses 
678460,Shared Services Center fees (expense),Cost,Misc. Expenses 
678461,Reinvoicing Group Services (expense),Cost,Misc. Expenses 
678462,CAR Cluster fees (expense),Cost,Misc. Expenses 
678463,Intragroup commissions (expense),Cost,Misc. Expenses 
681100,Depletion,Cost,Misc. Expenses 
681200,Depreciation,Cost,Misc. Expenses 
681300,Amortization - Intangibles,Cost,Misc. Expenses 
681400,Depreciation - Overburden,Cost,Misc. Expenses 
681450,Increase Provision Reclamation,Cost,Misc. Expenses 
681451,Increase Provision Reclamation - Variable (M08),Cost,Misc. Expenses 
681510,Inc in Prov (COI) Dismantling,Cost,Misc. Expenses 
681520,Inc in Prov (COI) Environmental,Cost,Misc. Expenses 
681530,Inc in Prov (COI) Restructionation cost,Cost,Misc. Expenses 
681540,Inc in Prov (COI) Litigation & Claims,Cost,Misc. Expenses 
681550,Inc in Prov (COI) Warranties,Cost,Misc. Expenses 
681910,Right-of-Use Assets Depreciation - Variable Costs,Cost,Misc. Expenses 
681920,Increase Depreciation Right-of-Use Assets - Current Operatin,Cost,Misc. Expenses 
681930,Increase Depreciation Right-of-Use Assets - Current Operatin,Cost,Misc. Expenses 
682150,Incr Prov for Risk & Chgs Op Margin,Cost,Misc. Expenses 
682170,Incr Write-Down Other Assets Op Mar,Cost,Misc. Expenses 
682300,Incr Prov for Inventory - LCM,Cost,Misc. Expenses 
682301,Incr Prov for Inventory - Variable (M08),Cost,Misc. Expenses 
682510,Change in Spare Parts Inventory,Cost,Misc. Expenses 
682520,Change in Merchandise Inventory,Cost,Misc. Expenses 
682530,Change in WIP/FG Inventory,Cost,Misc. Expenses 
682540,Change in RM Inventory,Cost,Misc. Expenses 
682550,Change in Energy Inventory,Cost,Misc. Expenses 
682560,Change in Chemical Inventory,Cost,Misc. Expenses 
682580,Change in Packaging Inventory,Cost,Misc. Expenses 
682610,Offset Change in Spare Parts Inv,Cost,Misc. Expenses 
682620,Offset Change in Merchandise Inv,Cost,Misc. Expenses 
682630,Offset Change in WIP/FG Inv,Cost,Misc. Expenses 
682640,Offset Change in RM Inv,Cost,Misc. Expenses 
682650,Offset Change in Energy Inventory,Cost,Misc. Expenses 
682660,Offset Change in Chemical Inventory,Cost,Misc. Expenses 
682680,Offset Change in Packaging Inv,Cost,Misc. Expenses 
682850,Other Exp Covered by Provisions,Cost,Misc. Expenses 
682851,Other Expenses Covered by Provisions - Restoration,Cost,Misc. Expenses 
682852,Other Expenses Covered by Provisions - Dismantling,Cost,Misc. Expenses 
682853,Other Expenses Covered by Provisions - Environment,Cost,Misc. Expenses 
682854,Other Expenses Covered by Provisions - Restructuration cost,Cost,Misc. Expenses 
682855,Other Expenses Covered by Provisions - Legal,Cost,Misc. Expenses 
682861,Other Exp Covered by Write Down,Cost,Misc. Expenses 
686600,Increase Write-Down (Assets) - Financial Income (loss),Cost,FA Expenses
686700,Unwinding of Prov Risks & Chgs Fin,Cost,FA Expenses
687500,Inc Deferred Tax Prov - Oth Op Inc,Cost,FA Expenses
687600,Impairment Losses Intang Assets and PPE - Other Op Income,Cost,FA Expenses
687610,Increase Write-Down (Assets) - Other Op Income,Cost,FA Expenses
687900,Amortization - Goodwill,Cost,FA Expenses
688000,Increases in Exceptional Provisions,Cost,Op. Income
688001,Increase in Provisions - Other Op Income - Restoration,Cost,Op. Income
688002,Increase in Provisions - Other Op Income - Dismantling,Cost,Op. Income
688003,Increase in Provisions - Other Op Income - Environment,Cost,Op. Income
688004,Increase in Provisions - Other Op Income - Restructuring,Cost,Op. Income
688005,Increase in Provisions - Other Op Income - Legal,Cost,Op. Income
695000,Income Tax on Oper Margin & Fin Inc,Revenue,Tax
695001,Income Tax on Curr Inc-State,Revenue,Tax
695002,Income Tax on Other Oper Income,Revenue,Tax
696000,Deferred Tax on Oper Marg & Fin Inc,Revenue,Tax
696002,Deferred Tax on Other Oper Income,Revenue,Tax
701000,Sales - Finished Goods (L),Revenue,Revenue 
701001,Sales - Finished Goods  (M),Revenue,Revenue 
701100,Sales - Energy Surcharges (L),Revenue,Revenue 
701101,Sales - Energy Surcharges (M),Revenue,Revenue 
701150,Resale Merch Acq frm Group Entities,Revenue,Revenue 
701151,Resale Merch Acq frm Group Entities (M),Revenue,Revenue 
701200,Sales - Packaging Revenue (L),Revenue,Revenue 
701201,Sales - Packaging Revenue (M),Revenue,Revenue 
701600,Sales - Inflation Surcharge,Revenue,Revenue 
701650,Sales - Chemicals Surcharge,Revenue,Revenue 
701700,Sales - Discounts (L),Revenue,Revenue 
701701,Sales - Discounts (M),Revenue,Revenue 
701800,Sales - Returns & Allowances,Revenue,Revenue 
701850,Sales - Short Pays,Revenue,Revenue 
701860,Sales - Rebates,Revenue,Revenue 
702000,Sales - Other Revenue (L),Revenue,Revenue 
702100,Sales - By Products,Revenue,Revenue 
706100,Sales/Services - Commercial,Revenue,Revenue 
706101,Sales/Services - Commissions,Revenue,Revenue 
706200,Sales/Services - Rental Income,Revenue,Revenue 
706300,Sales/Services - Industrial,Revenue,Revenue 
706400,Freight Revenue (L),Revenue,Revenue 
706401,Freight Revenue (M),Revenue,Revenue 
706405,Freight Revenue Other (L),Revenue,Revenue 
706406,Freight Revenue Other (M),Revenue,Revenue 
706410,Freight Revenue Fuel Surcharge,Revenue,Revenue 
706411,Freight Revenue Fuel Surcharge (M),Revenue,Revenue 
706417,Fuel Surcharge Revenue Del Customers - Rail,Revenue,Revenue 
706418,Fuel Surcharge Revenue Del Customers - Truck,Revenue,Revenue 
706419,Fuel Surcharge Revenue Del Customers - Container,Revenue,Revenue 
706420,Freight Revenue Rail (L),Revenue,Revenue 
706421,Freight Revenue Rail (M),Revenue,Revenue 
706430,Freight Revenue Truck (L),Revenue,Revenue 
706431,Freight Revenue Truck (M),Revenue,Revenue 
706438,Freight Revenue Recover Transload Fees,Revenue,Revenue 
706439,Freight Revenue Demurrage_Transload or Warehouse,Revenue,Revenue 
706440,Freight Revenue Ocean Cont (L),Revenue,Revenue 
706441,Freight Revenue Ocean Cont (M),Revenue,Revenue 
706445,Freight Revenue Ppd Container - Ocean,Revenue,Revenue 
706446,Freight Revenue Del Customers - Truck,Revenue,Revenue 
706447,Freight Revenue Del Customers - Rail,Revenue,Revenue 
706448,Freight Revenue Short Line Rail Fee,Revenue,Revenue 
706450,Freight Revenue Ocean Break Bulk (L),Revenue,Revenue 
706451,Freight Revenue Ocean Break Bulk (M),Revenue,Revenue 
706460,Freight Revenue Ocean Bulk (L),Revenue,Revenue 
706461,Freight Revenue Ocean Bulk (M),Revenue,Revenue 
706462,Freight Revenue Energy Surcharge EU,Revenue,Revenue 
706463,Freight Revenue Fuel Surcharge EU,Revenue,Revenue 
706470,Freight Revenue Rail Lease Fee (L),Revenue,Revenue 
706471,Freight Revenue Rail Lease Fee (M),Revenue,Revenue 
706472,Freight Rev Software Prog Recovery,Revenue,Revenue 
706487,PD (Hopper) Railcar Revenue,Revenue,Revenue 
706488,Box Railcar Revenue,Revenue,Revenue 
706493,Freight Revenue Drayage,Revenue,Revenue 
706500,Sales of Services - Other Rev (M),Revenue,Revenue 
706501,Sales of Services - Misc Income (M),Revenue,Revenue 
706502,Sales of Services - Scrap,Revenue,Revenue 
706503,Sales/Services -Royalty,Revenue,Revenue 
706504,Sales/Services -Royalty-Non Mineral,Revenue,Revenue 
706505,Exchange Rate Hedge on Sales,Revenue,Revenue 
706510,Sales of Services - Timber,Revenue,Revenue 
707000,Sales of Merchandise (L),Revenue,Revenue 
707001,Sales of Merchandise (M),Revenue,Revenue 
720000,Assets Produced by the Entity,Revenue,Revenue 
720100,Project Capitalization-Var Cost,Revenue,Revenue 
720200,Project Capitalization - Fixed Cost,Revenue,Revenue 
750000,COS - Inv Chg FG,Revenue,Cost
750001,COS - Inv Chg FG Shp - Pkg,Revenue,Cost
750002,COS - Inv Chg FG Shp - Pkg Contra,Revenue,Cost
750100,COS - Inv Chg FG Ship,Revenue,Cost
750200,COS - Inv Chg FG On-hand,Revenue,Cost
750250,COS - Inv Chg FG - Cycle Count,Revenue,Cost
750251,COS - Inv Chg WIP - Cycle Count,Revenue,Cost
750270,COS - Inv Chg FG - QC Scrap,Revenue,Cost
750290,COS - Inv Chg FG - Inv Reval,Revenue,Cost
750291,COS - Inv Chg WIP - Inv Reval,Revenue,Cost
750300,COS - Inv Chg Freight,Revenue,Cost
750301,COS-Inv Chg-FG-Value Added Freight,Cost,Cost
750601,COS - Inv Chg - Var (Crude Stone),Revenue,Cost
750602,COS - Inv Chg - Var (WIP),Revenue,Cost
750603,COS - Inv Chg - Var (FG/Merch),Revenue,Cost
750604,COS - Inv Chg - Fix (Crude Stone),Revenue,Cost
750605,COS - Inv Chg - Fix (WIP),Revenue,Cost
750606,COS - Inv Chg - Fix (FG/Merch),Revenue,Cost
750900,Other Revenues - Interco Chrg,Revenue,Other Income
750901,Platform VC Revenue-Standard,Revenue,Other Income
750902,Platform VC Revenue-Variance,Revenue,Other Income
750903,Platform FC Revenue-Standard,Revenue,Other Income
750904,Platform FC Revenue-Variance,Revenue,Other Income
750905,Non-Operating Cycle Intragroup Invoicing - Staff,Revenue,Other Income
750906,Non-Operating Cycle Intragroup Invoicing - Staff - Inter BA,Revenue,Other Income
751201,Value Added-Packaging-Bags,Cost,Cost
751202,Value Added-Packaging-Pallets,Cost,Cost
751203,Value Added-Packaging-Other Matl,Cost,Cost
751205,Value Added-Packaging-Big Bags Unli,Cost,Cost
751210,Value Added-WC at Std -VO,Cost,Cost
751220,Value Added-WC at Std -FO,Cost,Cost
751230,Value Added-WC at Std - DL,Cost,Cost
751240,Value Added-WC at Std - Fuel,Cost,Cost
751251,Value Added-Cat at Std-Dust Collector,Cost,Cost
751252,Value Added-Cat at Std-Other Energy,Cost,Cost
751253,Value Added-Cat at Std-Tires,Cost,Cost
751254,Value Added-Cat at Std-Other Variable Overheads,Cost,Cost
751255,Value Added-Cat at Std-Electricity,Cost,Cost
751256,Value Added-Cat at Std-Direct Labor,Cost,Cost
751257,Value Added-Cat at Std-Maintenance Labor,Cost,Cost
751258,Value Added-Cat at Std-Overtime,Cost,Cost
751259,Value Added-Cat at Std-Fringes,Cost,Cost
751260,Value Added-Cat at Std-Operating Supplies,Cost,Cost
751261,Value Added-Cat at Std-Safety Supplies,Cost,Cost
751262,Value Added-Cat at Std-Packaging Supplies,Cost,Cost
751263,Value Added-Cat at Std-Repairs,Cost,Cost
751264,Value Added-Cat at Std-Major Expense Accrual,Cost,Cost
751265,Value Added-Cat at Std-Ball Mill Media,Cost,Cost
751266,Value Added-Cat at Std-Buildings & Grounds,Cost,Cost
751267,Value Added-Cat at Std-Demurrage,Cost,Cost
751268,Value Added-Cat at Std-Depreciation,Cost,Cost
751269,Value Added-Cat at Std-Freight,Cost,Cost
751270,Value Added-Cat at Std-Fuel,Cost,Cost
751271,Value Added-Cat at Std-Fume disposal,Cost,Cost
751272,Value Added-Cat at Std-Fusion Shells,Cost,Cost
751273,Value Added-Cat at Std-Indirect Labor,Cost,Cost
751274,Value Added-Cat at Std-Janitorial supplies,Cost,Cost
751275,Value Added-Cat at Std-Legal,Cost,Cost
751276,Value Added-Cat at Std-Maintenance supplies,Cost,Cost
751277,Value Added-Cat at Std-Maintenance/Safety supplies,Cost,Cost
751278,Value Added-Cat at Std-Outside services,Cost,Cost
751279,Value Added-Cat at Std-Payroll Taxes,Cost,Cost
751280,Value Added-Cat at Std-Screens,Cost,Cost
751281,Value Added-Cat at Std-Supplies,Cost,Cost
751282,Value Added-Cat at Std-Taxes/F&E/Sales in use,Cost,Cost
751283,Value Added-Cat at Std-Travel/Meals,Cost,Cost
751284,Value Added-Cat at Std-Water,Cost,Cost
751285,Value Added-Cat at Std-Chemicals,Cost,Cost
751286,Value Added-Cat at Std-Charge-In,Cost,Cost
751287,Value Added-Cat at Std-Contract Mining,Cost,Cost
751288,Value Added-Cat at Std-Crude Ore Fixed,Cost,Cost
751289,Value Added-Cat at Std-Crude Ore Variable,Cost,Cost
751290,Value Added-Cat at Std-Depletion,Cost,Cost
751291,Value Added-Cat at Std-Fin Dry Goods Var,Cost,Cost
751292,Value Added-Cat at Std-Fin Dry Goods Fix,Cost,Cost
751293,Value Added-Cat at Std-Other Fixed,Cost,Cost
751294,Value Added-Cat at Std-Freight to Slurry,Cost,Cost
751295,Value Added-Cat at Std-Gas,Cost,Cost
751296,Value Added-Cat at Std-Hourly Fixed,Cost,Cost
751297,Value Added-Cat at Std-Hourly Variable,Cost,Cost
751298,Value Added-Cat at Std-Maint & Repair,Cost,Cost
751299,Value Added-Cat at Std-Mined Ore,Cost,Cost
751300,Value Added-Cat at Std-Overburden,Cost,Cost
751301,Value Added-Cat at Std-Other Packaging,Cost,Cost
751302,Value Added-Cat at Std-Packaging Loss,Cost,Cost
751303,Value Added-Cat at Std-Purchased Ore,Cost,Cost
751304,Value Added-Cat at Std-Production Tax,Cost,Cost
751305,Value Added-Cat at Std-Salary,Cost,Cost
751306,Value Added-Cat at Std-Taxes,Cost,Cost
751901,Material Variance - FG Parts,Revenue,Other Expense
751990,Change in WIP Inventory,Cost,Other Expense
751991,Change in Finished Products Inventory FIX,Cost,Other Expense
751992,Change in Finished Products Inventory VARIABLE,Cost,Other Expense
751993,Reevaluation in Finished Products Inventory FIX,Cost,Other Expense
751994,Reevaluation in Finished Products Inventory VARIABLE,Cost,Other Expense
751995,Stock Take in Finished Products Inventory FIX,Cost,Other Expense
751996,Scrapping in Finished Products Inventory FIX,Cost,Other Expense
751999,Clearing - WIP & FG Inv Change,Cost,Other Expense
758000,Intergroup Recharge - Revenue,Revenue,Other Income 
758001,Intercompany Commission Income,Revenue,Other Income 
758100,SSC Allocated Fee,Revenue,Other Income 
758200,SSC Flat Fee,Revenue,Other Income 
758300,Intergroup Recharge - Inter BA,Revenue,Other Income 
758400,Intra-BA Revenues,Revenue,Other Income 
761000,Dividend Income,Revenue,Other Income 
762050,Income Other Fin F/A - Internal,Revenue,Other Income 
763000,Other Financial Revenue,Revenue,Other Income 
763100,Pension Income - Financial,Revenue,Other Income 
763200,Net Change in Defined Benefit Plans - Closed Plans,Revenue,Other Income 
766000,Foreign Exchange Gains,Revenue,FX Difference
766001,Unrealized Foreign Exchange Gains,Revenue,FX Difference
768000,Other Fin Revenue,Revenue,FX Difference
771000,Exceptional Oper Income,Revenue,Other Income 
775000,Selling Price P.P.E. Disposals,Revenue,Other Income 
775100,Selling Price Intangible Asset Disposals,Revenue,Other Income 
775800,Selling Price Other Assets Disposal,Revenue,Other Income 
776000,Except Rev on Investment Securities,Revenue,Other Income 
777520,Selling Price PPE Disposals - Other Op Income,Revenue,Other Income 
778000,Other Exceptional Income,Revenue,Other Income 
778010,Other Operating Revenue IG,Revenue,Other Income 
778011,Guarantee Fees (revenue),Revenue,Other Income 
778020,Other non-current operation revenue IG,Revenue,Other Income 
778030,Other non-current operation revenue non IG,Revenue,Other Income 
778031,Imertech fees (revenue),Revenue,Other Income 
778040,Other Operating Revenue - Imerys Fees,Revenue,Other Income 
778041,Other Operating Revenue - Innovation Royalties,Revenue,Other Income 
778042,Other Operating Revenue - Division Fees,Revenue,Other Income 
778043,Other Operating Revenue - BU Fees,Revenue,Other Income 
778044,Other Operating Revenue - Cost Sharing Allocation,Revenue,Other Income 
778060,Shared Services Center fees (revenue),Revenue,Other Income 
778061,Reinvoicing Group Services (revenue),Revenue,Other Income 
778062,CAR Cluster fees (revenue),Revenue,Other Income 
778063,Intragroup commissions (revenue),Revenue,Other Income 
778200,Gain on Merger,Revenue,Other Income 
781100,Decrease Dep PPE - Current Op Income,Revenue,Offset Provisions
781450,Decrease Provision Reclamation,Revenue,Offset Provisions
781451,Decrease Provision Reclamation - Variable (M08),Revenue,Offset Provisions
781510,Dec in Prov (COI) Dismantling,Revenue,Offset Provisions
781520,Dec in Prov (COI) Environmental,Revenue,Offset Provisions
781530,Dec in Prov (COI) Restructionation cost,Revenue,Offset Provisions
781540,Dec in Prov (COI) Litigation & Claims,Revenue,Offset Provisions
781550,Dec in Prov (COI) Warranties,Revenue,Offset Provisions
782150,Decr Prov for Risk & Chgs Op Margin,Revenue,Offset Provisions
782170,Decr Write-Down Other Assets Op Mar,Revenue,Offset Provisions
782300,Dec Prov for Inventory - LCM,Revenue,Offset Provisions
782301,Decr Prov for Inventory - Variable (M08),Revenue,Offset Provisions
782510,Offset Inc/Dec - Inventory Reserve,Revenue,Offset Provisions
782530,Offset Inc/Dec - Wkrs Comp Reserve,Revenue,Offset Provisions
782550,Offset Inc/Dec - Group Medical Resv,Revenue,Offset Provisions
